,Unnamed: 0.1,Unnamed: 0,name,error,time_taken,left_rank,right_rank,run,rank
249,249.0,249.0,OTTS,0.0040523184264443,0.0101989954710006,9.0,18.0,9.0,
250,250.0,250.0,OTTS,0.0039732363956319,0.0101659167557954,9.0,18.0,10.0,
251,251.0,251.0,OTTS,0.0035374180746378,0.0102363787591457,9.0,18.0,11.0,
252,252.0,252.0,OTTS,0.0039575580303591,0.0180084127932786,9.0,18.0,12.0,
253,253.0,253.0,OTTS,0.0045023673623269,0.0103359799832105,9.0,18.0,13.0,
254,254.0,254.0,OTTS,0.0048192720531386,0.0096166497096419,9.0,18.0,14.0,
255,255.0,255.0,OTTS,0.0046383249030799,0.0097325639799237,9.0,18.0,15.0,
256,256.0,256.0,OTTS,0.0031892400816015,0.0096361357718706,9.0,18.0,16.0,
257,257.0,257.0,OTTS,0.0036563640471655,0.0101220626384019,9.0,18.0,17.0,
258,258.0,258.0,OTTS,0.0041849715745554,0.0199555801227688,9.0,18.0,18.0,
259,259.0,259.0,OTTS,0.0085944644607594,0.0220219772309064,9.0,18.0,19.0,
260,260.0,260.0,OTTS,0.0037276373133544,0.0120038893073797,9.0,18.0,20.0,
261,261.0,261.0,OTTS,0.0042463282725786,0.0098692812025547,9.0,18.0,21.0,
262,262.0,262.0,OTTS,0.0052306947941395,0.010314323939383,9.0,18.0,22.0,
263,263.0,263.0,OTTS,0.003643064878929,0.0093760816380381,9.0,18.0,23.0,
264,264.0,264.0,OTTS,0.0037971715772062,0.0128748156130313,9.0,18.0,24.0,
265,265.0,265.0,OTTS,0.0035498985129434,0.0100093707442283,9.0,18.0,25.0,
266,266.0,266.0,OTTS,0.0044301811454988,0.0168326562270522,9.0,18.0,26.0,
267,267.0,267.0,OTTS,0.0031955272108252,0.0208229841664433,9.0,18.0,27.0,
268,268.0,268.0,OTTS,0.0081396191337502,0.0099086454138159,9.0,18.0,28.0,
269,269.0,269.0,OTTS,0.0045283446866815,0.0097918296232819,9.0,18.0,29.0,
270,270.0,270.0,OTTS,0.0043800357698309,0.0105906352400779,10.0,20.0,0.0,
271,271.0,271.0,OTTS,0.0037028874863527,0.0161705743521451,10.0,20.0,1.0,
272,272.0,272.0,OTTS,0.0045490584842871,0.017676861025393,10.0,20.0,2.0,
273,273.0,273.0,OTTS,0.0030788188007126,0.0113905034959316,10.0,20.0,3.0,
274,274.0,274.0,OTTS,0.0039679391334558,0.0337123330682516,10.0,20.0,4.0,
275,275.0,275.0,OTTS,0.0046450019547931,0.0196434054523706,10.0,20.0,5.0,
276,276.0,276.0,OTTS,0.0029978996785364,0.0240030502900481,10.0,20.0,6.0,
277,277.0,277.0,OTTS,0.0029336123831828,0.0129146669059991,10.0,20.0,7.0,
278,278.0,278.0,OTTS,0.0027721749477651,0.0447835279628634,10.0,20.0,8.0,
279,279.0,279.0,OTTS,0.0029166348627645,0.0124666448682546,10.0,20.0,9.0,
280,280.0,280.0,OTTS,0.0026714767789391,0.0181820290163159,10.0,20.0,10.0,
281,281.0,281.0,OTTS,0.0037067935723889,0.0123894875869154,10.0,20.0,11.0,
282,282.0,282.0,OTTS,0.0041183783083552,0.0126104904338717,10.0,20.0,12.0,
283,283.0,283.0,OTTS,0.0035886092186867,0.0123760858550667,10.0,20.0,13.0,
284,284.0,284.0,OTTS,0.0035568465116628,0.0125773912295699,10.0,20.0,14.0,
285,285.0,285.0,OTTS,0.0032613914896146,0.0128821823745965,10.0,20.0,15.0,
286,286.0,286.0,OTTS,0.0036722841392926,0.0128225805237889,10.0,20.0,16.0,
287,287.0,287.0,OTTS,0.003226757243156,0.0122422548010945,10.0,20.0,17.0,
288,288.0,288.0,OTTS,0.0033879011547299,0.011685162782669,10.0,20.0,18.0,
289,289.0,289.0,OTTS,0.0032621454776381,0.0137071423232555,10.0,20.0,19.0,
290,290.0,290.0,OTTS,0.0026059583315356,0.0118825491517782,10.0,20.0,20.0,
291,291.0,291.0,OTTS,0.0069227850426985,0.0124432416632771,10.0,20.0,21.0,
292,292.0,292.0,OTTS,0.0033197520490203,0.0128265852108597,10.0,20.0,22.0,
293,293.0,293.0,OTTS,0.0033631921241512,0.0112189864739775,10.0,20.0,23.0,
294,294.0,294.0,OTTS,0.0031925407770468,0.0117221996188163,10.0,20.0,24.0,
295,295.0,295.0,OTTS,0.0027803012377081,0.0117361862212419,10.0,20.0,25.0,
296,296.0,296.0,OTTS,0.003446267712574,0.0114766722545027,10.0,20.0,26.0,
297,297.0,297.0,OTTS,0.0051013467395912,0.0117602357640862,10.0,20.0,27.0,
298,298.0,298.0,OTTS,0.003556002194763,0.0166157176718115,10.0,20.0,28.0,
299,299.0,299.0,OTTS,0.003824157809755,0.0116852521896362,10.0,20.0,29.0,
