,name,error,time_taken,rank,n_dims,error_func,drm_type,run,left_rank,right_rank
361,STTA,7.166923323228119e-05,0.034460827000657446,,9.0,tt_error_func,DenseGaussianDRM,27.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
362,HMT,0.00012369170074392655,0.14302290799969342,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,28.0,,
363,STTA,6.82161921003907e-05,0.0361160779993952,,9.0,tt_error_func,DenseGaussianDRM,28.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
364,HMT,6.382505345228037e-05,0.13936484599980759,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,29.0,,
365,STTA,0.00019478732803457734,0.034801759000401944,,9.0,tt_error_func,DenseGaussianDRM,29.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
366,TT-SVD,1.3029666576159524e-05,0.001575979000335792,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,,,,
367,HMT,4.102496940303189e-05,0.567221339999378,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,0.0,,
368,STTA,7.010339095136882e-05,0.03548267199948896,,10.0,tt_error_func,DenseGaussianDRM,0.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
369,HMT,6.52135239642195e-05,0.5402394630000344,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,1.0,,
370,STTA,0.00013092531807741285,0.03633316699961142,,10.0,tt_error_func,DenseGaussianDRM,1.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
371,HMT,6.164275366408508e-05,0.5439063740013808,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,2.0,,
372,STTA,5.7240257963546656e-05,0.037162892000196734,,10.0,tt_error_func,DenseGaussianDRM,2.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
373,HMT,5.6966564818859926e-05,0.5248123739984294,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,3.0,,
374,STTA,9.831747050438637e-05,0.03580920300009893,,10.0,tt_error_func,DenseGaussianDRM,3.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
375,HMT,0.00015512893030626874,0.5509891940000671,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,4.0,,
376,STTA,0.00016302330393057674,0.03496665000056964,,10.0,tt_error_func,DenseGaussianDRM,4.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
377,HMT,9.322079660042577e-05,0.536228155999197,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,5.0,,
378,STTA,9.094182442641923e-05,0.035696662998816464,,10.0,tt_error_func,DenseGaussianDRM,5.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
379,HMT,5.7406210620228085e-05,0.5392915730008099,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,6.0,,
380,STTA,0.000140536778614094,0.03535069099962129,,10.0,tt_error_func,DenseGaussianDRM,6.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
381,HMT,0.00025227307820924395,0.5363082960011525,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,7.0,,
382,STTA,6.706196621058917e-05,0.035864384000888094,,10.0,tt_error_func,DenseGaussianDRM,7.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
383,HMT,0.00010297662026853898,0.524299364999024,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,8.0,,
384,STTA,5.971356667295036e-05,0.03587792399957834,,10.0,tt_error_func,DenseGaussianDRM,8.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
385,HMT,8.559351231227246e-05,0.5322253600006661,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,9.0,,
386,STTA,6.501171572809439e-05,0.03500978999909421,,10.0,tt_error_func,DenseGaussianDRM,9.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
387,HMT,7.797660393791345e-05,0.5309547109991399,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,10.0,,
388,STTA,0.0001144889438692829,0.03607201600061671,,10.0,tt_error_func,DenseGaussianDRM,10.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
389,HMT,4.760936789652007e-05,0.5539902099990286,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,11.0,,
390,STTA,0.00023110304766759264,0.0363963279996824,,10.0,tt_error_func,DenseGaussianDRM,11.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
391,HMT,9.58356173329312e-05,0.5456550929993682,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,12.0,,
392,STTA,0.00022047215020202336,0.03591065399996296,,10.0,tt_error_func,DenseGaussianDRM,12.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
393,HMT,4.1734822303941245e-05,0.5443423029992118,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,13.0,,
394,STTA,0.00011390038209268539,0.03559524299998884,,10.0,tt_error_func,DenseGaussianDRM,13.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
395,HMT,6.036198086840903e-05,0.5310928759990929,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,14.0,,
396,STTA,0.00019128920142873099,0.03493138699923293,,10.0,tt_error_func,DenseGaussianDRM,14.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
397,HMT,5.9134284946533145e-05,0.5331855569984327,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,15.0,,
398,STTA,7.667334964830394e-05,0.035575953001171,,10.0,tt_error_func,DenseGaussianDRM,15.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
399,HMT,8.893173714584766e-05,0.5214185299992096,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,16.0,,
400,STTA,7.122437812417639e-05,0.03529908000018622,,10.0,tt_error_func,DenseGaussianDRM,16.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
401,HMT,0.0006646776534639622,0.5056878490013332,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,17.0,,
402,STTA,0.0001760855994667145,0.03456858800018381,,10.0,tt_error_func,DenseGaussianDRM,17.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
403,HMT,8.101225152218453e-05,0.5173973660002957,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,18.0,,
404,STTA,8.779148520872236e-05,0.03418269500070892,,10.0,tt_error_func,DenseGaussianDRM,18.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
405,HMT,3.678093836746589e-05,0.5250295580008242,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,19.0,,
406,STTA,9.379038112992789e-05,0.03365009000117425,,10.0,tt_error_func,DenseGaussianDRM,19.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
407,HMT,2.9220164857798882e-05,0.5194364930011943,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,20.0,,
408,STTA,6.166731074728609e-05,0.03515073900052812,,10.0,tt_error_func,DenseGaussianDRM,20.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
409,HMT,5.752263236167648e-05,0.5184072780011775,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,21.0,,
410,STTA,0.00010235107924897172,0.03496764700139465,,10.0,tt_error_func,DenseGaussianDRM,21.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
411,HMT,4.956501233717058e-05,0.5210688919996755,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,22.0,,
412,STTA,9.969414110159278e-05,0.036947540000255685,,10.0,tt_error_func,DenseGaussianDRM,22.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
413,HMT,5.0786715063934495e-05,0.5345830569985992,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,23.0,,
414,STTA,0.00010813341272566845,0.034900557999208104,,10.0,tt_error_func,DenseGaussianDRM,23.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
415,HMT,9.211868586645649e-05,0.5073820119996526,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,24.0,,
416,STTA,0.00028824610088592947,0.034082042999216355,,10.0,tt_error_func,DenseGaussianDRM,24.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
417,HMT,0.00010436337419938876,0.5102718870002718,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,25.0,,
418,STTA,9.329755546089433e-05,0.03530632000001788,,10.0,tt_error_func,DenseGaussianDRM,25.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
419,HMT,5.4676055050280235e-05,0.5194999489995098,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,26.0,,
420,STTA,9.036606419534183e-05,0.033481070000561886,,10.0,tt_error_func,DenseGaussianDRM,26.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
421,HMT,0.00010030657405527959,0.5192433150004945,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,27.0,,
422,STTA,8.986146104853445e-05,0.03441662400109635,,10.0,tt_error_func,DenseGaussianDRM,27.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
423,HMT,6.267689775287972e-05,0.5187309499997355,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,28.0,,
424,STTA,7.222391733510984e-05,0.03398609099895111,,10.0,tt_error_func,DenseGaussianDRM,28.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
425,HMT,4.971168213609123e-05,0.5115047290000803,"(5, 8, 8, 8, 8, 8, 8, 8, 5)",10.0,tt_error_func,DenseGaussianDRM,29.0,,
426,STTA,5.968297544369052e-05,0.03453592600089905,,10.0,tt_error_func,DenseGaussianDRM,29.0,"(5, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 10)"
427,TT-SVD,1.952540223066496e-05,0.00202894100038975,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,,,,
428,HMT,0.00010098124358117936,2.6137969909996173,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,0.0,,
429,STTA,0.00013482114822148007,0.03900642900043749,,11.0,tt_error_func,DenseGaussianDRM,0.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
430,HMT,6.024525626526757e-05,2.500963418999163,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,1.0,,
431,STTA,0.000256494935713579,0.03894420899996476,,11.0,tt_error_func,DenseGaussianDRM,1.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
432,HMT,4.6151328939698334e-05,2.495499426999231,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,2.0,,
433,STTA,6.405901370636966e-05,0.03947167099977378,,11.0,tt_error_func,DenseGaussianDRM,2.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
434,HMT,0.00011144168546293967,2.5003902910011675,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,3.0,,
435,STTA,0.00019227854844937407,0.04116238100141345,,11.0,tt_error_func,DenseGaussianDRM,3.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
436,HMT,0.00018589577581436319,2.5309973189996526,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,4.0,,
437,STTA,0.00011261624312589658,0.037984361999406246,,11.0,tt_error_func,DenseGaussianDRM,4.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
438,HMT,7.48782141805916e-05,2.51042500100084,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,5.0,,
439,STTA,0.0002681279796615616,0.039478641001551296,,11.0,tt_error_func,DenseGaussianDRM,5.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
440,HMT,7.74182192072236e-05,2.515497125001275,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,6.0,,
441,STTA,7.765879491001739e-05,0.039351460998659604,,11.0,tt_error_func,DenseGaussianDRM,6.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
442,HMT,0.00016348843616656225,2.5747295010005473,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,7.0,,
443,STTA,0.00016248635460558984,0.03814672299995436,,11.0,tt_error_func,DenseGaussianDRM,7.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
444,HMT,4.215251954857227e-05,2.5949968439999793,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,8.0,,
445,STTA,0.00013572540002675419,0.03907310700014932,,11.0,tt_error_func,DenseGaussianDRM,8.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
446,HMT,7.28290644146969e-05,2.5591623809996236,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,9.0,,
447,STTA,0.00022237897687831632,0.040024272000664496,,11.0,tt_error_func,DenseGaussianDRM,9.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
448,HMT,0.00010233103960752744,2.6228181309998035,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,10.0,,
449,STTA,0.0001001279786560423,0.04015562299900921,,11.0,tt_error_func,DenseGaussianDRM,10.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
450,HMT,0.00011426851861989014,2.6212718590013537,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,11.0,,
451,STTA,0.0001794667681663883,0.039438519001123495,,11.0,tt_error_func,DenseGaussianDRM,11.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
452,HMT,9.796296325311575e-05,2.568915552999897,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,12.0,,
453,STTA,0.00019291115156451285,0.038772264999352046,,11.0,tt_error_func,DenseGaussianDRM,12.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
454,HMT,0.00010427754955617936,2.5288165689999005,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,13.0,,
455,STTA,8.970301734367637e-05,0.038736612999855424,,11.0,tt_error_func,DenseGaussianDRM,13.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
456,HMT,4.9948673686103e-05,2.5220449389998976,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,14.0,,
457,STTA,9.28701318582727e-05,0.03877756399924692,,11.0,tt_error_func,DenseGaussianDRM,14.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
458,HMT,6.420202104870888e-05,2.495283140999163,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,15.0,,
459,STTA,0.0001459875330750868,0.03889242399964132,,11.0,tt_error_func,DenseGaussianDRM,15.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
460,HMT,0.00011616308378069955,2.492919577000066,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,16.0,,
461,STTA,0.00010458339527253933,0.03870712099887896,,11.0,tt_error_func,DenseGaussianDRM,16.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
462,HMT,0.00013813636998619537,2.526337897999838,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,17.0,,
463,STTA,0.00020660273333788755,0.03764029699959792,,11.0,tt_error_func,DenseGaussianDRM,17.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
464,HMT,8.792827132772083e-05,2.5192410979998385,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,18.0,,
465,STTA,0.0001509791285067709,0.03790679700068722,,11.0,tt_error_func,DenseGaussianDRM,18.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
466,HMT,0.00015553697188181999,2.524067431999356,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,19.0,,
467,STTA,0.00012016190640341888,0.03925467400040361,,11.0,tt_error_func,DenseGaussianDRM,19.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
468,HMT,7.529841778878806e-05,2.5403966499998205,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,20.0,,
469,STTA,0.00014733484209431466,0.03928409400032251,,11.0,tt_error_func,DenseGaussianDRM,20.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
470,HMT,5.675124543469525e-05,2.60310729000048,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,21.0,,
471,STTA,0.00013928194130563004,0.03891900200142118,,11.0,tt_error_func,DenseGaussianDRM,21.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
472,HMT,8.045724320530765e-05,2.5785369129989704,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,22.0,,
473,STTA,0.00017078065140710625,0.038852641999255866,,11.0,tt_error_func,DenseGaussianDRM,22.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
474,HMT,0.00011508170066762864,2.5080691990006017,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,23.0,,
475,STTA,7.347007865340741e-05,0.03811684699940088,,11.0,tt_error_func,DenseGaussianDRM,23.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
476,HMT,0.00011359626700650317,2.538929926000492,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,24.0,,
477,STTA,0.00010626127860080884,0.03821325699937006,,11.0,tt_error_func,DenseGaussianDRM,24.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
478,HMT,4.412536236655173e-05,2.5793143840000994,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,25.0,,
479,STTA,0.00010296153776953541,0.03840755800047191,,11.0,tt_error_func,DenseGaussianDRM,25.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
480,HMT,5.205554108878637e-05,2.5256720620000124,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,26.0,,
481,STTA,0.00019027228935732975,0.040069446000416065,,11.0,tt_error_func,DenseGaussianDRM,26.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
482,HMT,6.502599141749787e-05,2.554792467999505,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,27.0,,
483,STTA,8.230369890167234e-05,0.03835060800156498,,11.0,tt_error_func,DenseGaussianDRM,27.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
484,HMT,0.00010688898610373665,2.525752019999345,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,28.0,,
485,STTA,0.0001048521094850522,0.038524266999957035,,11.0,tt_error_func,DenseGaussianDRM,28.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
486,HMT,7.360682960274346e-05,2.600842485000612,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)",11.0,tt_error_func,DenseGaussianDRM,29.0,,
487,STTA,8.972393319162518e-05,0.03946585199992114,,11.0,tt_error_func,DenseGaussianDRM,29.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
488,TT-SVD,1.1685308126219176e-05,0.0018120500008080853,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,,,,
489,HMT,5.606236096397787e-05,13.32876001600016,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,0.0,,
490,STTA,0.00022686912302366532,0.041398452000066754,,12.0,tt_error_func,DenseGaussianDRM,0.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
491,HMT,6.747365679786276e-05,13.249650072000804,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,1.0,,
492,STTA,0.00011156164635412231,0.04098239799895964,,12.0,tt_error_func,DenseGaussianDRM,1.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
493,HMT,4.541311517197976e-05,12.627709133999815,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,2.0,,
494,STTA,7.016132756042806e-05,0.04135410900016723,,12.0,tt_error_func,DenseGaussianDRM,2.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
495,HMT,4.4216922288314335e-05,12.688189745998898,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,3.0,,
496,STTA,0.00012196238700908084,0.04325463699933607,,12.0,tt_error_func,DenseGaussianDRM,3.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
497,HMT,6.105245056305298e-05,12.77296369800024,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,4.0,,
498,STTA,0.00010559753911017765,0.041584685999623616,,12.0,tt_error_func,DenseGaussianDRM,4.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
499,HMT,5.837609924192906e-05,12.632338011000684,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,5.0,,
500,STTA,5.991287141586244e-05,0.04249620900009177,,12.0,tt_error_func,DenseGaussianDRM,5.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
501,HMT,5.7345897109548405e-05,12.587411208000049,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,6.0,,
