,name,error,time_taken,rank,n_dims,error_func,drm_type,run,left_rank,right_rank
204,HMT,5.046030209390525e-06,0.007251371000165818,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,10.0,,
205,STTA,1.1522353508971972e-05,0.025040854001417756,,7.0,tt_error_func,DenseGaussianDRM,10.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
206,HMT,3.2880325668231266e-06,0.008051567001530202,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,11.0,,
207,STTA,6.432050582464326e-06,0.023612584998772945,,7.0,tt_error_func,DenseGaussianDRM,11.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
208,HMT,2.528587968394744e-06,0.007656914000108372,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,12.0,,
209,STTA,9.762547515150775e-06,0.023925477999000577,,7.0,tt_error_func,DenseGaussianDRM,12.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
210,HMT,7.382643592153601e-06,0.007763734000036493,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,13.0,,
211,STTA,2.5572816729516213e-06,0.023591414999827975,,7.0,tt_error_func,DenseGaussianDRM,13.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
212,HMT,1.2584248137642647e-05,0.006836959000793286,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,14.0,,
213,STTA,8.282396628797602e-06,0.024122338998495252,,7.0,tt_error_func,DenseGaussianDRM,14.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
214,HMT,7.464249670123192e-06,0.008029365999391302,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,15.0,,
215,STTA,1.4658261262252042e-05,0.02452231099960045,,7.0,tt_error_func,DenseGaussianDRM,15.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
216,HMT,1.2263960460437465e-05,0.008083755999905406,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,16.0,,
217,STTA,4.532506525517207e-06,0.025384316000781837,,7.0,tt_error_func,DenseGaussianDRM,16.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
218,HMT,2.1461915881235775e-05,0.008065666001130012,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,17.0,,
219,STTA,6.0676329905692686e-06,0.024566179999965243,,7.0,tt_error_func,DenseGaussianDRM,17.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
220,HMT,2.7997183016117694e-06,0.006760528998711379,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,18.0,,
221,STTA,9.498043740473233e-06,0.02392896700075653,,7.0,tt_error_func,DenseGaussianDRM,18.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
222,HMT,6.3429277817368625e-06,0.007654062999790767,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,19.0,,
223,STTA,1.1372768289095609e-05,0.023701545998846996,,7.0,tt_error_func,DenseGaussianDRM,19.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
224,HMT,3.4099308717316637e-06,0.0064956070000334876,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,20.0,,
225,STTA,8.26166919435552e-06,0.0249370129986346,,7.0,tt_error_func,DenseGaussianDRM,20.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
226,HMT,1.194188477023603e-05,0.007582554000691744,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,21.0,,
227,STTA,9.946655483339798e-06,0.023656805000427994,,7.0,tt_error_func,DenseGaussianDRM,21.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
228,HMT,4.785201371285826e-06,0.0064087669998116326,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,22.0,,
229,STTA,2.7686037379663203e-05,0.02392145700105175,,7.0,tt_error_func,DenseGaussianDRM,22.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
230,HMT,1.0699827259279985e-05,0.007588313999804086,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,23.0,,
231,STTA,1.797225848049704e-05,0.023697356999036856,,7.0,tt_error_func,DenseGaussianDRM,23.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
232,HMT,9.458140349800338e-06,0.007118541001545964,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,24.0,,
233,STTA,1.3912374613785298e-05,0.023445103999620187,,7.0,tt_error_func,DenseGaussianDRM,24.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
234,HMT,1.588615793626231e-05,0.007569122999484534,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,25.0,,
235,STTA,4.358598150155559e-06,0.02417988900015189,,7.0,tt_error_func,DenseGaussianDRM,25.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
236,HMT,3.2979385683966363e-06,0.006771009999283706,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,26.0,,
237,STTA,4.641832026324425e-06,0.023750905998895178,,7.0,tt_error_func,DenseGaussianDRM,26.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
238,HMT,2.3818723594509017e-06,0.007049611000184086,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,27.0,,
239,STTA,5.521996460674152e-05,0.02473060200100008,,7.0,tt_error_func,DenseGaussianDRM,27.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
240,HMT,6.876807460919731e-06,0.007812133999323123,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,28.0,,
241,STTA,7.737231486565001e-06,0.024324959000296076,,7.0,tt_error_func,DenseGaussianDRM,28.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
242,HMT,5.540692252977234e-06,0.007213171000330476,"(5, 8, 8, 8, 8, 5)",7.0,tt_error_func,DenseGaussianDRM,29.0,,
243,STTA,1.5060603369674427e-05,0.02500979399883363,,7.0,tt_error_func,DenseGaussianDRM,29.0,"(5, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 10)"
244,TT-SVD,5.1533749359157035e-06,0.0011578569992707344,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,,,,
245,HMT,1.8354145841494962e-05,0.032624508001390495,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,0.0,,
246,STTA,2.8423803452887282e-05,0.02689387400096166,,8.0,tt_error_func,DenseGaussianDRM,0.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
247,HMT,1.761573370202191e-05,0.028177091999168624,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,1.0,,
248,STTA,3.938157562500748e-05,0.028426662998754182,,8.0,tt_error_func,DenseGaussianDRM,1.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
249,HMT,2.8180389269771038e-05,0.02727132699874346,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,2.0,,
250,STTA,1.9052475887337908e-05,0.028259431999686058,,8.0,tt_error_func,DenseGaussianDRM,2.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
251,HMT,1.2476181021566918e-05,0.025872088999676635,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,3.0,,
252,STTA,4.333933461805025e-05,0.029144967998945503,,8.0,tt_error_func,DenseGaussianDRM,3.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
253,HMT,3.420966287686393e-05,0.02873868599999696,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,4.0,,
254,STTA,3.146673282078247e-05,0.02813042199886695,,8.0,tt_error_func,DenseGaussianDRM,4.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
255,HMT,1.6563985039673277e-05,0.032931330000792514,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,5.0,,
256,STTA,5.281904458814118e-05,0.028423734000170953,,8.0,tt_error_func,DenseGaussianDRM,5.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
257,HMT,2.8211365198809986e-05,0.027524228000402218,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,6.0,,
258,STTA,5.1154586944491096e-05,0.027643399000226054,,8.0,tt_error_func,DenseGaussianDRM,6.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
259,HMT,1.8540053232548004e-05,0.028135110998846358,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,7.0,,
260,STTA,6.0973195757328154e-05,0.027782189999925322,,8.0,tt_error_func,DenseGaussianDRM,7.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
261,HMT,0.00015697196466079701,0.02682253400053014,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,8.0,,
262,STTA,3.713226225129737e-05,0.02987797099922318,,8.0,tt_error_func,DenseGaussianDRM,8.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
263,HMT,4.00613758603059e-05,0.028046411000104854,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,9.0,,
264,STTA,0.00011105117161110567,0.028740404999552993,,8.0,tt_error_func,DenseGaussianDRM,9.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
265,HMT,2.6763559126958055e-05,0.03296872999999323,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,10.0,,
266,STTA,4.2908754843980016e-05,0.03160254199974588,,8.0,tt_error_func,DenseGaussianDRM,10.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
267,HMT,1.1991722999588271e-05,0.0270316450005339,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,11.0,,
268,STTA,3.7070964347965275e-05,0.02837458300018625,,8.0,tt_error_func,DenseGaussianDRM,11.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
269,HMT,6.60879408482585e-05,0.03273072900083207,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,12.0,,
270,STTA,7.128656907714817e-05,0.029665002000911045,,8.0,tt_error_func,DenseGaussianDRM,12.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
271,HMT,3.663919715692647e-05,0.03439219699976093,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,13.0,,
272,STTA,5.3464857712239545e-05,0.02850227300041297,,8.0,tt_error_func,DenseGaussianDRM,13.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
273,HMT,1.488515867233838e-05,0.03372066399970208,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,14.0,,
274,STTA,2.7064046156037167e-05,0.030576605999158346,,8.0,tt_error_func,DenseGaussianDRM,14.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
275,HMT,4.073283665009481e-05,0.030673666999064153,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,15.0,,
276,STTA,3.6363772188942404e-05,0.02889380600026925,,8.0,tt_error_func,DenseGaussianDRM,15.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
277,HMT,1.8305497592660765e-05,0.026870133999182144,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,16.0,,
278,STTA,2.7722819522928743e-05,0.028764425000190386,,8.0,tt_error_func,DenseGaussianDRM,16.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
279,HMT,3.4536792962998963e-05,0.027929709998716135,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,17.0,,
280,STTA,8.968086824658839e-05,0.03028910400098539,,8.0,tt_error_func,DenseGaussianDRM,17.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
281,HMT,5.291686570917899e-05,0.032337284999812255,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,18.0,,
282,STTA,7.884674199278587e-05,0.03128900899901055,,8.0,tt_error_func,DenseGaussianDRM,18.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
283,HMT,2.6789649211953325e-05,0.032150035000086064,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,19.0,,
284,STTA,8.012234092719343e-05,0.030825715999526437,,8.0,tt_error_func,DenseGaussianDRM,19.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
285,HMT,5.9473907888081484e-05,0.032259884999803035,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,20.0,,
286,STTA,9.502057869741062e-05,0.0306520760004787,,8.0,tt_error_func,DenseGaussianDRM,20.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
287,HMT,2.102894812518975e-05,0.03245342599984724,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,21.0,,
288,STTA,5.582718600671631e-05,0.030272464000518085,,8.0,tt_error_func,DenseGaussianDRM,21.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
289,HMT,5.493801131416664e-05,0.03257292799935385,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,22.0,,
290,STTA,2.7465576964009144e-05,0.030625654999312246,,8.0,tt_error_func,DenseGaussianDRM,22.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
291,HMT,1.9637116775695537e-05,0.03236580500015407,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,23.0,,
292,STTA,5.998980618397462e-05,0.0318254319990956,,8.0,tt_error_func,DenseGaussianDRM,23.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
293,HMT,1.4711561836434896e-05,0.0325826070002222,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,24.0,,
294,STTA,3.129812719063156e-05,0.030205813000065973,,8.0,tt_error_func,DenseGaussianDRM,24.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
295,HMT,3.570448018215035e-05,0.03215822499987553,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,25.0,,
296,STTA,6.046717472244705e-05,0.029425529999571154,,8.0,tt_error_func,DenseGaussianDRM,25.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
297,HMT,8.377157660852709e-05,0.02681522400052927,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,26.0,,
298,STTA,0.00016041239981982495,0.028594733999852906,,8.0,tt_error_func,DenseGaussianDRM,26.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
299,HMT,2.9565409307146047e-05,0.02681053400010569,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,27.0,,
300,STTA,3.443105673729976e-05,0.027963581000221893,,8.0,tt_error_func,DenseGaussianDRM,27.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
301,HMT,4.031909747833392e-05,0.026925545000267448,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,28.0,,
302,STTA,0.0002710678483336362,0.02813419199992495,,8.0,tt_error_func,DenseGaussianDRM,28.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
303,HMT,3.7695428854188934e-05,0.0256585469996935,"(5, 8, 8, 8, 8, 8, 5)",8.0,tt_error_func,DenseGaussianDRM,29.0,,
304,STTA,0.0001059208863759704,0.028674915000010515,,8.0,tt_error_func,DenseGaussianDRM,29.0,"(5, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 10)"
305,TT-SVD,1.5085576042167788e-05,0.0013657879990205402,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,,,,
306,HMT,9.661286984457135e-05,0.12863737699990452,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,0.0,,
307,STTA,0.0005695640893629336,0.03388907500084315,,9.0,tt_error_func,DenseGaussianDRM,0.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
308,HMT,6.516117329206288e-05,0.13310399200054235,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,1.0,,
309,STTA,0.00010787646803919962,0.034310906999962754,,9.0,tt_error_func,DenseGaussianDRM,1.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
310,HMT,0.00010102231678032717,0.1374970979995851,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,2.0,,
311,STTA,0.00013009678096558607,0.034995971000171266,,9.0,tt_error_func,DenseGaussianDRM,2.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
312,HMT,0.00010050704222945819,0.13849652399949264,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,3.0,,
313,STTA,6.6565709754147e-05,0.036298348000855185,,9.0,tt_error_func,DenseGaussianDRM,3.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
314,HMT,0.00010981445781816381,0.14134287900014897,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,4.0,,
315,STTA,0.0001049688201753852,0.03460640899902501,,9.0,tt_error_func,DenseGaussianDRM,4.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
316,HMT,0.0006546856558157534,0.12406480999925407,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,5.0,,
317,STTA,0.0003050120675955687,0.030946487000619527,,9.0,tt_error_func,DenseGaussianDRM,5.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
318,HMT,6.821907775834633e-05,0.10845680100101163,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,6.0,,
319,STTA,0.00015110101431851605,0.03087579699968046,,9.0,tt_error_func,DenseGaussianDRM,6.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
320,HMT,7.151508157765144e-05,0.10809368000082031,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,7.0,,
321,STTA,7.625956070533414e-05,0.0345707879987458,,9.0,tt_error_func,DenseGaussianDRM,7.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
322,HMT,5.1658919233094874e-05,0.1467836610008817,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,8.0,,
323,STTA,0.0007691380894366294,0.0343152370005555,,9.0,tt_error_func,DenseGaussianDRM,8.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
324,HMT,0.0001510156243740683,0.14175215099930938,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,9.0,,
325,STTA,0.00018645942278780524,0.036619769998651464,,9.0,tt_error_func,DenseGaussianDRM,9.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
326,HMT,6.93533092665953e-05,0.14449759700073628,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,10.0,,
327,STTA,0.00021990974544305433,0.03373317299883638,,9.0,tt_error_func,DenseGaussianDRM,10.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
328,HMT,4.946063831046064e-05,0.12139322500115668,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,11.0,,
329,STTA,9.111073780318886e-05,0.03431738600011158,,9.0,tt_error_func,DenseGaussianDRM,11.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
330,HMT,7.965496382053835e-05,0.12152201600110857,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,12.0,,
331,STTA,0.00012524021754055972,0.03232826400017075,,9.0,tt_error_func,DenseGaussianDRM,12.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
332,HMT,5.4410037886462037e-05,0.12243047199990542,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,13.0,,
333,STTA,0.00010894561967239191,0.03368616300031135,,9.0,tt_error_func,DenseGaussianDRM,13.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
334,HMT,0.00013430780097503382,0.13968942999963474,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,14.0,,
335,STTA,0.00011054098584185565,0.035647833999973955,,9.0,tt_error_func,DenseGaussianDRM,14.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
336,HMT,4.9104328891625654e-05,0.1382821019997209,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,15.0,,
337,STTA,0.0001702609952069901,0.0343437069986976,,9.0,tt_error_func,DenseGaussianDRM,15.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
338,HMT,7.052495537480294e-05,0.13925414599907526,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,16.0,,
339,STTA,0.00044594505883208276,0.04006163899975945,,9.0,tt_error_func,DenseGaussianDRM,16.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
340,HMT,7.511285394282674e-05,0.14063599399923987,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,17.0,,
341,STTA,6.223495837167038e-05,0.035198831001252984,,9.0,tt_error_func,DenseGaussianDRM,17.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
342,HMT,5.7676609668901336e-05,0.116388836000624,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,18.0,,
343,STTA,0.00012448525989939972,0.032340615000066464,,9.0,tt_error_func,DenseGaussianDRM,18.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
344,HMT,6.031666500276183e-05,0.13644657999975607,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,19.0,,
345,STTA,7.62342465824687e-05,0.0333093919998646,,9.0,tt_error_func,DenseGaussianDRM,19.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
346,HMT,0.0001556048008021224,0.12012971700096386,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,20.0,,
347,STTA,9.922221636375716e-05,0.03248061600061192,,9.0,tt_error_func,DenseGaussianDRM,20.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
348,HMT,4.765711567208772e-05,0.1144916250013921,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,21.0,,
349,STTA,0.00017036692078071817,0.03403681500094535,,9.0,tt_error_func,DenseGaussianDRM,21.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
350,HMT,4.038510143491972e-05,0.11579178200008755,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,22.0,,
351,STTA,5.403421383563658e-05,0.03352189200086286,,9.0,tt_error_func,DenseGaussianDRM,22.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
352,HMT,4.8929809151868106e-05,0.11855737800033239,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,23.0,,
353,STTA,8.183736660314546e-05,0.03224986399982299,,9.0,tt_error_func,DenseGaussianDRM,23.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
354,HMT,0.00012843196117906733,0.1185433370010287,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,24.0,,
355,STTA,4.4620422809744914e-05,0.03253006599879882,,9.0,tt_error_func,DenseGaussianDRM,24.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
356,HMT,9.135873350453588e-05,0.13994443000046886,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,25.0,,
357,STTA,0.00017568273121814387,0.03390223300084472,,9.0,tt_error_func,DenseGaussianDRM,25.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
358,HMT,0.00012605844863723965,0.11105980400134285,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,26.0,,
359,STTA,0.00011125563136140476,0.033388321000529686,,9.0,tt_error_func,DenseGaussianDRM,26.0,"(5, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 10)"
360,HMT,4.1529973551184054e-05,0.1399822299990774,"(5, 8, 8, 8, 8, 8, 8, 5)",9.0,tt_error_func,DenseGaussianDRM,27.0,,
