,name,error,time_taken,left_rank,right_rank,run,rank
183,STTA,0.0025288811292446447,0.04734050100159948,10.0,14.0,83.0,
184,STTA,0.0032117978800969183,0.05197041900100885,10.0,14.0,84.0,
185,STTA,0.0064141009222522674,0.048971667001751484,10.0,14.0,85.0,
186,STTA,0.004393873871744617,0.05340844500096864,10.0,14.0,86.0,
187,STTA,0.008415141145985815,0.04431242799910251,10.0,14.0,87.0,
188,STTA,0.0029617510238628356,0.04935417899832828,10.0,14.0,88.0,
189,STTA,0.0026991291773277993,0.045388122998701874,10.0,14.0,89.0,
190,STTA,0.0036849461839641427,0.043694656997104175,10.0,14.0,90.0,
191,STTA,0.0030112757569255495,0.04474430099799065,10.0,14.0,91.0,
192,STTA,0.00943681164841249,0.04800508300104411,10.0,14.0,92.0,
193,STTA,0.004074410439077619,0.046376196998608066,10.0,14.0,93.0,
194,STTA,0.003542548266404402,0.04673701800129493,10.0,14.0,94.0,
195,STTA,0.004223045230553569,0.04460737900080858,10.0,14.0,95.0,
196,STTA,0.011973197386463921,0.04863929600105621,10.0,14.0,96.0,
197,STTA,0.0022898605602697446,0.04638353699920117,10.0,14.0,97.0,
198,STTA,0.0028058252030440673,0.04762298200148507,10.0,14.0,98.0,
199,STTA,0.007111571059247027,0.048651746998075396,10.0,14.0,99.0,
200,STTA,0.006881019345300168,0.04751058100009686,10.0,16.0,0.0,
201,STTA,0.004162723231974258,0.04762310099977185,10.0,16.0,1.0,
202,STTA,0.0022629944265714417,0.04676061800273601,10.0,16.0,2.0,
203,STTA,0.002191008987760847,0.043810455998027464,10.0,16.0,3.0,
204,STTA,0.003153991429623411,0.04676883900174289,10.0,16.0,4.0,
205,STTA,0.004247935442520346,0.05035186299937777,10.0,16.0,5.0,
206,STTA,0.0028720428426025767,0.04876125599912484,10.0,16.0,6.0,
207,STTA,0.0061346952536760835,0.049400959000195144,10.0,16.0,7.0,
208,STTA,0.0025628132155981775,0.04707394000070053,10.0,16.0,8.0,
209,STTA,0.001877803102221195,0.04573155400066753,10.0,16.0,9.0,
210,STTA,0.00576804092723402,0.04787261300225509,10.0,16.0,10.0,
211,STTA,0.002832452077655723,0.049310529000649694,10.0,16.0,11.0,
212,STTA,0.0036777495586483616,0.049383658999431645,10.0,16.0,12.0,
213,STTA,0.002923771772260026,0.04841051599942148,10.0,16.0,13.0,
214,STTA,0.0036124123123586448,0.04867747699972824,10.0,16.0,14.0,
215,STTA,0.0027789636530610212,0.04894928800058551,10.0,16.0,15.0,
216,STTA,0.0025055916026675835,0.08115653799904976,10.0,16.0,16.0,
217,STTA,0.006987563547062387,0.05073449599876767,10.0,16.0,17.0,
218,STTA,0.0028194638972097097,0.05268613299995195,10.0,16.0,18.0,
219,STTA,0.0035657487650417705,0.06417073900229298,10.0,16.0,19.0,
220,STTA,0.0038696295304927165,0.04975657099930686,10.0,16.0,20.0,
221,STTA,0.0030156901483544816,0.05002471199986758,10.0,16.0,21.0,
222,STTA,0.0037300339159103495,0.05081721600072342,10.0,16.0,22.0,
223,STTA,0.005962892161072771,0.049396570000681095,10.0,16.0,23.0,
224,STTA,0.007307272671710141,0.045405124001263175,10.0,16.0,24.0,
225,STTA,0.00503836785495576,0.05241910200129496,10.0,16.0,25.0,
226,STTA,0.0035874667881220603,0.04950289000043995,10.0,16.0,26.0,
227,STTA,0.007282235021811268,0.046321478999743704,10.0,16.0,27.0,
228,STTA,0.0025622432087623946,0.047779024000192294,10.0,16.0,28.0,
229,STTA,0.0020616362852495375,0.04868285699922126,10.0,16.0,29.0,
230,STTA,0.0018436719362430584,0.04814740500296466,10.0,16.0,30.0,
231,STTA,0.0028910033197760026,0.050430833998689195,10.0,16.0,31.0,
232,STTA,0.0034430663762054408,0.045573575000162236,10.0,16.0,32.0,
233,STTA,0.0032487748684443102,0.04275521399904392,10.0,16.0,33.0,
234,STTA,0.0028776704578010108,0.04770210399874486,10.0,16.0,34.0,
235,STTA,0.0027054826788416547,0.06399757100007264,10.0,16.0,35.0,
236,STTA,0.005081150139878344,0.050101443001040025,10.0,16.0,36.0,
237,STTA,0.0055334172856330984,0.054122009001730476,10.0,16.0,37.0,
238,STTA,0.0028027287733528136,0.04960289099835791,10.0,16.0,38.0,
239,STTA,0.005865343862244573,0.046817059999739286,10.0,16.0,39.0,
240,STTA,0.002291710798265229,0.062201652999647195,10.0,16.0,40.0,
241,STTA,0.004163638929468283,0.04272178400060511,10.0,16.0,41.0,
242,STTA,0.00418348296408982,0.0491047499999695,10.0,16.0,42.0,
243,STTA,0.01132873800743913,0.04891187899920624,10.0,16.0,43.0,
244,STTA,0.004179590041493551,0.04847326600065571,10.0,16.0,44.0,
245,STTA,0.008815453220823704,0.046897889998945175,10.0,16.0,45.0,
246,STTA,0.004279229524830835,0.044763092999346554,10.0,16.0,46.0,
247,STTA,0.00373075618762953,0.047459253000852186,10.0,16.0,47.0,
248,STTA,0.002179942984126127,0.04674680999960401,10.0,16.0,48.0,
249,STTA,0.0019821698116439797,0.04703209099898231,10.0,16.0,49.0,
250,STTA,0.0022520162885329726,0.04985584299720358,10.0,16.0,50.0,
251,STTA,0.0035601942815228407,0.052810294000664726,10.0,16.0,51.0,
252,STTA,0.012088396706912634,0.051031597999099176,10.0,16.0,52.0,
253,STTA,0.003875656607785705,0.04208103199925972,10.0,16.0,53.0,
254,STTA,0.006020586068346428,0.04352818800180103,10.0,16.0,54.0,
255,STTA,0.004919756198887978,0.045933405999676324,10.0,16.0,55.0,
256,STTA,0.0027788499026998566,0.04647390999889467,10.0,16.0,56.0,
257,STTA,0.006514522055961679,0.047001241000543814,10.0,16.0,57.0,
258,STTA,0.0060196788249648765,0.045600776000355836,10.0,16.0,58.0,
259,STTA,0.002461609194070281,0.05021070299699204,10.0,16.0,59.0,
260,STTA,0.008120202572521983,0.04859610800122027,10.0,16.0,60.0,
261,STTA,0.006210540935692559,0.0463565700010804,10.0,16.0,61.0,
262,STTA,0.004233631573223763,0.04398729900276521,10.0,16.0,62.0,
263,STTA,0.0018662489182846547,0.05459206299929065,10.0,16.0,63.0,
264,STTA,0.0029665021202992256,0.044843772000604076,10.0,16.0,64.0,
265,STTA,0.003211928834234567,0.049928912998439046,10.0,16.0,65.0,
266,STTA,0.0037496507668518726,0.05131020000044373,10.0,16.0,66.0,
267,STTA,0.004618114005656159,0.04713042200091877,10.0,16.0,67.0,
268,STTA,0.00602871701153372,0.052724814999237424,10.0,16.0,68.0,
269,STTA,0.0021435886374035476,0.04893464899942046,10.0,16.0,69.0,
270,STTA,0.003478614168920441,0.04811129600057029,10.0,16.0,70.0,
271,STTA,0.0043637999371690574,0.044104011001763865,10.0,16.0,71.0,
272,STTA,0.0048008833599510765,0.0459531579981558,10.0,16.0,72.0,
273,STTA,0.003262738834931288,0.04639704900182551,10.0,16.0,73.0,
274,STTA,0.005175140723302149,0.04728952399818809,10.0,16.0,74.0,
275,STTA,0.0026528589407305396,0.07014801599871134,10.0,16.0,75.0,
276,STTA,0.0038201780007415535,0.050497647000156576,10.0,16.0,76.0,
277,STTA,0.0026715626356517766,0.048786778999783564,10.0,16.0,77.0,
278,STTA,0.004053704470712792,0.04955637300008675,10.0,16.0,78.0,
279,STTA,0.00261685752176109,0.05400885999915772,10.0,16.0,79.0,
280,STTA,0.004192778037467208,0.04334024700074224,10.0,16.0,80.0,
281,STTA,0.004518631630468194,0.04394132999732392,10.0,16.0,81.0,
282,STTA,0.0023955276736383527,0.04632708899953286,10.0,16.0,82.0,
283,STTA,0.002366463716614137,0.044506731999717886,10.0,16.0,83.0,
284,STTA,0.00498581797374263,0.05002679500103113,10.0,16.0,84.0,
285,STTA,0.002543883617707039,0.044015551000484265,10.0,16.0,85.0,
286,STTA,0.003245648321554965,0.04439798199746292,10.0,16.0,86.0,
287,STTA,0.003076774290931147,0.04772918500020751,10.0,16.0,87.0,
288,STTA,0.005169118447387871,0.0430933659990842,10.0,16.0,88.0,
289,STTA,0.0034285082553065604,0.047964366000087466,10.0,16.0,89.0,
290,STTA,0.0033433848385726233,0.048257207999995444,10.0,16.0,90.0,
291,STTA,0.009005813391248797,0.049507083000207786,10.0,16.0,91.0,
292,STTA,0.001917257533372043,0.05702046299848007,10.0,16.0,92.0,
293,STTA,0.0047399125541652785,0.04954008300046553,10.0,16.0,93.0,
294,STTA,0.0020734945091080096,0.056918283000413794,10.0,16.0,94.0,
295,STTA,0.0029099648324736444,0.05582083899935242,10.0,16.0,95.0,
296,STTA,0.00292762281603103,0.06287340800190577,10.0,16.0,96.0,
297,STTA,0.00933311391229189,0.058328548999270424,10.0,16.0,97.0,
298,STTA,0.0014489359755579087,0.04877511100130505,10.0,16.0,98.0,
299,STTA,0.002365256898752518,0.05091644899948733,10.0,16.0,99.0,
300,STTA,0.006081257747090703,0.047359304000565317,10.0,18.0,0.0,
301,STTA,0.0027928912761530328,0.04903511000156868,10.0,18.0,1.0,
302,STTA,0.003339589014219387,0.0486119189990859,10.0,18.0,2.0,
303,STTA,0.0025305476914184093,0.050301537001359975,10.0,18.0,3.0,
304,STTA,0.004750173664841199,0.042572596001264174,10.0,18.0,4.0,
305,STTA,0.0028636760796155983,0.04797696699824883,10.0,18.0,5.0,
306,STTA,0.0030555618120319183,0.04734073399959016,10.0,18.0,6.0,
307,STTA,0.003645252818388624,0.05025695700169308,10.0,18.0,7.0,
308,STTA,0.0046171638193269445,0.05002840499946615,10.0,18.0,8.0,
309,STTA,0.003380258441091808,0.0465035209999769,10.0,18.0,9.0,
310,STTA,0.0073805415431767276,0.04660065099960775,10.0,18.0,10.0,
311,STTA,0.0026603630429722276,0.04804722699918784,10.0,18.0,11.0,
312,STTA,0.006780174704055712,0.04691522299981443,10.0,18.0,12.0,
313,STTA,0.004074017356199898,0.047160393001831835,10.0,18.0,13.0,
314,STTA,0.002409956222040872,0.047147104000032414,10.0,18.0,14.0,
315,STTA,0.002739842027994492,0.0522977250002441,10.0,18.0,15.0,
316,STTA,0.0031622584085785445,0.04410585100049502,10.0,18.0,16.0,
317,STTA,0.002035438182332177,0.048081996999826515,10.0,18.0,17.0,
318,STTA,0.0017301257031105907,0.04486056500172708,10.0,18.0,18.0,
319,STTA,0.003916454311663284,0.050764529001753544,10.0,18.0,19.0,
320,STTA,0.0023713039415048064,0.04840438999963226,10.0,18.0,20.0,
321,STTA,0.0041746212799008255,0.04982740500054206,10.0,18.0,21.0,
322,STTA,0.0015656428512450672,0.04926108299696352,10.0,18.0,22.0,
323,STTA,0.003131150407385588,0.04980139599865652,10.0,18.0,23.0,
324,STTA,0.005463173296824534,0.04891438100094092,10.0,18.0,24.0,
325,STTA,0.004807872670748394,0.04913172099986696,10.0,18.0,25.0,
326,STTA,0.0019753860615399823,0.051462011000694474,10.0,18.0,26.0,
327,STTA,0.001767089923854917,0.04890149199854932,10.0,18.0,27.0,
328,STTA,0.00437280830548723,0.04981605599823524,10.0,18.0,28.0,
329,STTA,0.003430084553907251,0.054260223001620034,10.0,18.0,29.0,
330,STTA,0.0030111227165990316,0.049427144000219414,10.0,18.0,30.0,
331,STTA,0.005026246163007846,0.05469979500048794,10.0,18.0,31.0,
332,STTA,0.0023323487426793474,0.07626527500178781,10.0,18.0,32.0,
333,STTA,0.0021902988579916806,0.047778347001440125,10.0,18.0,33.0,
334,STTA,0.0032173340185491033,0.048240007999993395,10.0,18.0,34.0,
335,STTA,0.004333009450508178,0.04778873699979158,10.0,18.0,35.0,
336,STTA,0.005169139520037661,0.047030403999087866,10.0,18.0,36.0,
337,STTA,0.002516581686966169,0.052850887997919926,10.0,18.0,37.0,
338,STTA,0.006454461781885568,0.05008485600046697,10.0,18.0,38.0,
339,STTA,0.0022391427725285745,0.04829559899735614,10.0,18.0,39.0,
340,STTA,0.0017068776872217982,0.04789186799825984,10.0,18.0,40.0,
341,STTA,0.006896182211468345,0.05117321100260597,10.0,18.0,41.0,
342,STTA,0.0032723636254542226,0.047185164999973495,10.0,18.0,42.0,
343,STTA,0.0021520159730880305,0.04934515400236705,10.0,18.0,43.0,
344,STTA,0.002477206803792863,0.06261908899978152,10.0,18.0,44.0,
345,STTA,0.004718215435194233,0.058581312998285284,10.0,18.0,45.0,
346,STTA,0.0047895896083583024,0.05517532700105221,10.0,18.0,46.0,
347,STTA,0.0037091104947836553,0.04725315500036231,10.0,18.0,47.0,
348,STTA,0.0024515716090301306,0.04966209499980323,10.0,18.0,48.0,
349,STTA,0.002269923847902694,0.04868064100082847,10.0,18.0,49.0,
350,STTA,0.0012677951655172047,0.04798467799992068,10.0,18.0,50.0,
351,STTA,0.01106599392885516,0.04792444800114026,10.0,18.0,51.0,
352,STTA,0.0059546648075931045,0.04796249799983343,10.0,18.0,52.0,
353,STTA,0.005211661280367483,0.054528695000044536,10.0,18.0,53.0,
354,STTA,0.002310986168079873,0.048469012002897216,10.0,18.0,54.0,
355,STTA,0.002939052489577212,0.050766169999405975,10.0,18.0,55.0,
356,STTA,0.004004756691327844,0.051379893000557786,10.0,18.0,56.0,
357,STTA,0.0037362138083107577,0.04647620399919106,10.0,18.0,57.0,
358,STTA,0.00435817544353009,0.044824906002759235,10.0,18.0,58.0,
359,STTA,0.003729000309270016,0.04992614699949627,10.0,18.0,59.0,
360,STTA,0.005346499131397976,0.04763347699918086,10.0,18.0,60.0,
361,STTA,0.0038390088917499656,0.045826590998331085,10.0,18.0,61.0,
362,STTA,0.002043181359931932,0.047458635999646503,10.0,18.0,62.0,
363,STTA,0.0039974616121497214,0.047977419999369886,10.0,18.0,63.0,
364,STTA,0.0030056227059098795,0.04664565399798448,10.0,18.0,64.0,
365,STTA,0.004869582295851964,0.04361175199665013,10.0,18.0,65.0,
366,STTA,0.00716616420822578,0.04432774400265771,10.0,18.0,66.0,
367,STTA,0.0026393306254513904,0.05006592799691134,10.0,18.0,67.0,
368,STTA,0.0030094038584713902,0.048369299998739734,10.0,18.0,68.0,
369,STTA,0.0024432390280396325,0.0466202340030577,10.0,18.0,69.0,
370,STTA,0.0027485648931544425,0.04769859799853293,10.0,18.0,70.0,
371,STTA,0.0038398921429644703,0.04696407500159694,10.0,18.0,71.0,
